,Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,Latest Budget Changes,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,Original Budget,Original Completion,Original Expected Duration,Latest Budget Changes (Scaled to Original),Total Budget Changes (Scaled to Original),Latest Schedule Changes (Scaled to Original),Total Schedule Changes (Scaled to Original),Total Frequency of Budget Changes,Total Frequency of Schedule Changes,Cumulative Budget Changes ($),Cumulative Schedule Changes (days),Budget_Change_Boolean,Schedule_Change_Boolean,Cumulative Budget Changes (no. of times),Cumulative Schedule Changes (no. of times)
47,2018-03-01,25,Gowanus Facilities Upgrade,"This project will rehabilite the existing Flushing Tunnel, reconstruct and upgrade the Gowanus pumping station and install a temporary oxygenation system to increase the dissolved oxygen levels of the canal.",Wastewater Treatment,Brooklyn,DEP,DEP,Construction,2001-12-21,227360175.7,6899009.0,25233101.11,2018-12-31,341.0,1974.0,198134067.0,2014-08-05,4610.0,0.03481990303060806,0.12735367265236625,0.07396963123644251,0.42819956616052063,14.0,10.0,29226110.0,1609.0,1.0,1.0,10.0,9.0
46,2018-08-01,25,Gowanus Facilities Upgrade,"This project will rehabilite the existing Flushing Tunnel, reconstruct and upgrade the Gowanus pumping station and install a temporary oxygenation system to increase the dissolved oxygen levels of the canal.",Wastewater Treatment,Brooklyn,DEP,DEP,Construction,2001-12-21,225713748.57,-1646427.0,25233101.11,2018-12-31,0.0,1974.0,198134067.0,2014-08-05,4610.0,-0.008309661356721659,0.12735367265236625,0.0,0.42819956616052063,14.0,10.0,27579683.0,1609.0,1.0,0.0,11.0,9.0
45,2019-01-01,25,Gowanus Facilities Upgrade,"This project will rehabilite the existing Flushing Tunnel, reconstruct and upgrade the Gowanus pumping station and install a temporary oxygenation system to increase the dissolved oxygen levels of the canal.",Wastewater Treatment,Brooklyn,DEP,DEP,Construction,2001-12-21,223260404.0,-2453345.0,25233101.11,2019-12-31,365.0,1974.0,198134067.0,2014-08-05,4610.0,-0.012382247218495747,0.12735367265236625,0.07917570498915401,0.42819956616052063,14.0,10.0,25126338.0,1974.0,1.0,1.0,12.0,10.0
44,2019-05-01,25,Gowanus Facilities Upgrade,"This project will rehabilite the existing Flushing Tunnel, reconstruct and upgrade the Gowanus pumping station and install a temporary oxygenation system to increase the dissolved oxygen levels of the canal.",Wastewater Treatment,Brooklyn,DEP,DEP,Construction,2001-12-21,223333257.99,72854.0,25233101.11,2019-12-31,0.0,1974.0,198134067.0,2014-08-05,4610.0,0.00036770052269708873,0.12735367265236625,0.0,0.42819956616052063,14.0,10.0,25199192.0,1974.0,1.0,0.0,13.0,10.0
43,2019-09-01,25,Gowanus Facilities Upgrade,"This project will rehabilite the existing Flushing Tunnel, reconstruct and upgrade the Gowanus pumping station and install a temporary oxygenation system to increase the dissolved oxygen levels of the canal.",Wastewater Treatment,Brooklyn,DEP,DEP,Construction,2001-12-21,223367168.11,33910.0,25233101.11,2019-12-31,0.0,1974.0,198134067.0,2014-08-05,4610.0,0.00017114674176652318,0.12735367265236625,0.0,0.42819956616052063,14.0,10.0,25233102.0,1974.0,1.0,0.0,14.0,10.0
72,2013-09-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,463790739.0,0.0,-14632471.11,2014-07-01,0.0,2009.0,463790739.0,2014-07-01,6635.0,0.0,-0.03154972680470017,0.0,0.30278824415975886,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2014-01-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,476623870.8,12833132.0,-14632471.11,2014-11-14,136.0,2009.0,463790739.0,2014-07-01,6635.0,0.027670091101150686,-0.03154972680470017,0.02049736247174077,0.30278824415975886,14.0,14.0,12833132.0,136.0,1.0,1.0,1.0,1.0
70,2014-05-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,441193699.91,-35430171.0,-14632471.11,2014-12-04,20.0,2009.0,463790739.0,2014-07-01,6635.0,-0.0763925797147062,-0.03154972680470017,0.003014318010550113,0.30278824415975886,14.0,14.0,-22597039.0,156.0,1.0,1.0,2.0,2.0
69,2015-02-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,478675877.0,37482177.0,-14632471.11,2015-05-01,148.0,2009.0,463790739.0,2014-07-01,6635.0,0.08081700182460952,-0.03154972680470017,0.022305953278070837,0.30278824415975886,14.0,14.0,14885138.0,304.0,1.0,1.0,3.0,3.0
68,2015-08-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,479781786.0,1105909.0,-14632471.11,2016-05-12,377.0,2009.0,463790739.0,2014-07-01,6635.0,0.0023844999630318188,-0.03154972680470017,0.05681989449886963,0.30278824415975886,14.0,14.0,15991047.0,681.0,1.0,1.0,4.0,4.0
67,2016-01-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,447872305.19,-31909481.0,-14632471.11,2016-09-23,134.0,2009.0,463790739.0,2014-07-01,6635.0,-0.06880146220427226,-0.03154972680470017,0.020195930670685758,0.30278824415975886,14.0,14.0,-15918434.0,815.0,1.0,1.0,5.0,5.0
66,2016-06-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,447943227.44,70922.0,-14632471.11,2016-09-28,5.0,2009.0,463790739.0,2014-07-01,6635.0,0.00015291810300679593,-0.03154972680470017,0.0007535795026375283,0.30278824415975886,14.0,14.0,-15847512.0,820.0,1.0,1.0,6.0,6.0
65,2016-11-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,451609322.86,3666095.0,-14632471.11,2017-09-19,356.0,2009.0,463790739.0,2014-07-01,6635.0,0.007904631748155713,-0.03154972680470017,0.053654860587792015,0.30278824415975886,14.0,14.0,-12181417.0,1176.0,1.0,1.0,7.0,7.0
64,2017-04-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,477952273.4,26342951.0,-14632471.11,2018-11-28,435.0,2009.0,463790739.0,2014-07-01,6635.0,0.056799217372902305,-0.03154972680470017,0.06556141672946496,0.30278824415975886,14.0,14.0,14161534.0,1611.0,1.0,1.0,8.0,8.0
63,2017-09-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,449422103.49,-28530170.0,-14632471.11,2018-01-26,-306.0,2009.0,463790739.0,2014-07-01,6635.0,-0.06151517829251006,-0.03154972680470017,-0.046119065561416726,0.30278824415975886,14.0,14.0,-14368636.0,1305.0,1.0,1.0,9.0,9.0
62,2018-03-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project will replace the Jamaica Waste Water Treatment Plant's deteriorated plant components as well as upgrade its treatment capacity for the implementation of Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,449449570.9,27467.0,-14632471.11,2018-06-04,129.0,2009.0,463790739.0,2014-07-01,6635.0,5.922282980299009e-05,-0.03154972680470017,0.019442351168048228,0.30278824415975886,14.0,14.0,-14341169.0,1434.0,1.0,1.0,10.0,10.0
61,2018-08-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project consists of work for the replacement of deteriorated plant elements as well as upgrading of treatment capacity for the implementation of the Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,447569141.0,-1880430.0,-14632471.11,2018-12-03,182.0,2009.0,463790739.0,2014-07-01,6635.0,-0.004054479406066795,-0.03154972680470017,0.027430293896006028,0.30278824415975886,14.0,14.0,-16221599.0,1616.0,1.0,1.0,11.0,11.0
60,2019-01-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project consists of work for the replacement of deteriorated plant elements as well as upgrading of treatment capacity for the implementation of the Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,478871316.89,31302176.0,-14632471.11,2019-03-30,117.0,2009.0,463790739.0,2014-07-01,6635.0,0.06749202467365352,-0.03154972680470017,0.01763376036171816,0.30278824415975886,14.0,14.0,15080577.0,1733.0,1.0,1.0,12.0,12.0
59,2019-05-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project consists of work for the replacement of deteriorated plant elements as well as upgrading of treatment capacity for the implementation of the Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,449135030.1,-29736287.0,-14632471.11,2019-06-30,92.0,2009.0,463790739.0,2014-07-01,6635.0,-0.06411574121578137,-0.03154972680470017,0.01386586284853052,0.30278824415975886,14.0,14.0,-14655710.0,1825.0,1.0,1.0,13.0,13.0
58,2019-09-01,34,Jamaica Waste Water Treatment Plant Upgrades,This project consists of work for the replacement of deteriorated plant elements as well as upgrading of treatment capacity for the implementation of the Biological Nutrient Removal.,Wastewater Treatment,Queens,DEP,DEP,Construction,1996-05-01,449158267.89,23238.0,-14632471.11,2019-12-31,184.0,2009.0,463790739.0,2014-07-01,6635.0,5.010449335427545e-05,-0.03154972680470017,0.02773172569706104,0.30278824415975886,14.0,14.0,-14632472.0,2009.0,1.0,1.0,14.0,14.0
87,2013-09-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,243648926.79,0.0,42102695.39,2016-03-30,0.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.0,0.1728006601329631,0.0,0.35647425897035884,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2014-01-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,250290726.47,6641800.0,42102695.39,2016-04-28,29.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.027259713750861458,0.1728006601329631,0.0075403016120644826,0.35647425897035884,13.0,12.0,6641800.0,29.0,1.0,1.0,1.0,1.0
85,2014-05-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,257698200.0,7407474.0,42102695.39,2015-10-28,-183.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.030402243496785317,0.1728006601329631,-0.04758190327613104,0.35647425897035884,13.0,12.0,14049274.0,-154.0,1.0,1.0,2.0,2.0
84,2015-02-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,276909575.32,19211375.0,42102695.39,2016-03-30,154.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.07884859273998857,0.1728006601329631,0.04004160166406656,0.35647425897035884,13.0,12.0,33260649.0,0.0,1.0,1.0,3.0,3.0
83,2015-08-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,267657978.0,-9251597.0,42102695.39,2016-06-30,92.0,1371.0,243648926.79000002,2016-03-30,3846.0,-0.03797101477887449,0.1728006601329631,0.02392095683827353,0.35647425897035884,13.0,12.0,24009052.0,92.0,1.0,1.0,4.0,4.0
82,2016-01-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,271699221.0,4041243.0,42102695.39,2016-12-30,183.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.016586336140454787,0.1728006601329631,0.04758190327613104,0.35647425897035884,13.0,12.0,28050295.0,275.0,1.0,1.0,5.0,5.0
81,2016-06-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,271699221.0,0.0,42102695.39,2016-12-31,1.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.0,0.1728006601329631,0.00026001040041601667,0.35647425897035884,13.0,12.0,28050295.0,276.0,0.0,1.0,5.0,6.0
80,2016-11-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,270859275.32,-839946.0,42102695.39,2017-06-30,181.0,1371.0,243648926.79000002,2016-03-30,3846.0,-0.0034473617883978855,0.1728006601329631,0.047061882475299015,0.35647425897035884,13.0,12.0,27210349.0,457.0,1.0,1.0,6.0,7.0
79,2017-04-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,267581015.66,-3278260.0,42102695.39,2017-12-30,183.0,1371.0,243648926.79000002,2016-03-30,3846.0,-0.013454850974268885,0.1728006601329631,0.04758190327613104,0.35647425897035884,13.0,12.0,23932089.0,640.0,1.0,1.0,7.0,8.0
78,2017-09-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,268146759.68,565744.0,42102695.39,2018-02-28,60.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.002321963849599109,0.1728006601329631,0.015600624024960999,0.35647425897035884,13.0,12.0,24497833.0,700.0,1.0,1.0,8.0,9.0
77,2018-03-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,269614052.78,1467293.0,42102695.39,2018-09-30,214.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.006022160734837357,0.1728006601329631,0.05564222568902756,0.35647425897035884,13.0,12.0,25965126.0,914.0,1.0,1.0,9.0,10.0
76,2018-08-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,281508026.55,11893974.0,42102695.39,2018-12-31,92.0,1371.0,243648926.79000002,2016-03-30,3846.0,0.04881603279234374,0.1728006601329631,0.02392095683827353,0.35647425897035884,13.0,12.0,37859100.0,1006.0,1.0,1.0,10.0,11.0
75,2019-01-01,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,2005-09-18,281008026.55,-500000.0,42102695.39,2019-12-31,365.0,1371.0,243648926.79000002,2016-03-30,3846.0,-0.0020521329873574527,0.1728006601329631,0.09490379615184608,0.35647425897035884,13.0,12.0,37359100.0,1371.0,1.0,1.0,11.0,12.0
